USDINR Curncy,Last Price
Dates,PX_LAST
40415,46.9125
40416,46.8488
40417,46.8875
40420,46.915
40421,47.075
40422,46.8125
40423,46.7125
40424,46.64
40427,46.545
40428,46.8375
40429,46.64
40430,46.4785
40434,46.3975
40435,46.445
40436,46.3613
40437,46.155
40438,45.84
40441,45.705
40442,45.675
40443,45.585
40444,45.6575
40445,45.255
40448,45.0188
40449,45.1575
40450,44.945
40452,44.48
40455,44.58
40456,44.69
40457,44.515
40458,44.195
40459,44.435
40462,44.4088
40463,44.6675
40464,44.51
40465,44.1225
40466,44.105
40469,44.365
40470,44.35
40471,44.3575
40472,44.305
40473,44.59
40476,44.3563
40477,44.44
40478,44.455
40479,44.5238
40480,44.4275
40483,44.48
40484,44.38
40485,44.355
40486,44.2113
40487,44.215
40490,44.3825
40491,44.325
40492,44.3138
40493,44.31
40494,44.83
40497,45.235
40498,45.315
40500,45.23
40501,45.29
40504,45.4088
40505,45.575
40506,45.705
40507,45.5175
40508,45.855
40511,45.935
40512,45.885
40513,45.3813
40514,45.2944
40515,45.105
40518,44.95
40519,44.645
40520,45.085
40521,45.225
40522,45.0575
40525,45.1375
40526,44.9475
40527,45.3975
40528,45.355
40532,45.475
40533,45.235
40534,45.095
40535,45.165
40536,45.1225
40539,45.2444
40540,45.095
40541,45.045
40542,44.965
40543,44.705
40546,44.715
40547,44.985
40548,45.33
40549,45.2525
40550,45.385
40553,45.4456
40554,45.165
40555,45.135
40556,45.2406
40557,45.365
40560,45.5188
40561,45.4275
40562,45.46
40563,45.535
40564,45.62
40567,45.6788
40568,45.7063
40570,45.565
40571,45.7563
40574,45.905
40575,45.7663
40576,45.6275
40577,45.615
40578,45.6
40581,45.4864
40582,45.305
40583,45.485
40584,45.7325
40585,45.685
40588,45.505
40589,45.515
40591,45.3475
40592,45.21
40595,44.9925
40596,45.265
40597,45.1338
40598,45.475
40599,45.325
40602,45.2708
40603,44.9575
40605,45.045
40606,44.9875
40609,45.0525
40610,45.0875
40611,45.005
40612,45.185
40613,45.2425
40616,45.0663
40617,45.2456
40618,45.1175
40619,45.185
40620,45.1256
40623,45.0138
40624,44.9638
40625,44.8525
40626,44.7563
40627,44.675
40630,44.8375
40631,44.7825
40632,44.755
40633,44.585
40638,44.4163
40639,44.17
40640,44.205
40641,44.0769
40644,44.395
40646,44.505
40648,44.335
40651,44.4575
40652,44.485
40653,44.3275
40654,44.3675
40658,44.49
40659,44.52
40660,44.435
40661,44.4343
40662,44.2194
40665,44.335
40666,44.515
40667,44.4675
40668,44.7625
40669,44.795
40672,44.715
40673,44.7575
40674,44.695
40675,45
40676,44.865
40679,45.1588
40681,45.0575
40682,44.9763
40683,45.0163
40686,45.235
40687,45.2088
40688,45.3325
40689,45.3081
40690,45.1675
40693,45.0795
40694,45.06
40695,44.8431
40696,44.8294
40697,44.8188
40700,44.7625
40701,44.6763
40702,44.7025
40703,44.735
40704,44.7214
40707,44.8588
40708,44.7412
40709,44.7725
40710,44.9075
40711,44.8662
40714,45.0063
40715,44.845
40716,44.895
40717,44.955
40718,44.995
40721,45.035
40722,45.04
40723,44.8663
40724,44.6981
40725,44.5825
40728,44.425
40729,44.4375
40730,44.4898
40731,44.4225
40732,44.3275
40735,44.485
40736,44.7113
40737,44.525
40738,44.4956
40739,44.5175
40742,44.575
40743,44.5
40744,44.4563
40745,44.51
40746,44.355
40749,44.4006
40750,44.185
40751,44.085
40752,44.0762
40753,44.1881
40756,44.0756
40757,44.2762
40758,44.3137
40759,44.5525
40760,44.74
40763,44.9769
40764,45.2112
40765,45.2537
40766,45.4037
40767,45.3375
40771,45.3869
40772,45.41
40773,45.7475
40777,45.6712
40778,45.6337
40779,45.995
40780,46.0575
40781,46.155
40784,46.0537
40785,46.095
40788,45.7875
40791,45.9887
40792,46.1081
40793,46.1675
40794,46.1962
40795,46.565
40798,47.225
40799,47.5975
40800,47.65
40801,47.555
40802,47.2675
40805,47.82
40806,48.0562
40807,48.335
40808,49.575
40809,49.4337
40812,49.46
40813,49.075
40814,48.7525
40815,48.9737
40819,49.1575
40820,49.4027
40821,49.3475
40823,49.155
40826,48.9762
40827,49.3275
40828,48.96
40829,49.125
40830,49.0237
40833,48.9462
40834,49.295
40835,49.1525
40836,49.8075
40837,50.025
40840,49.8312
40841,49.5075
40844,48.7662
40847,48.695
40848,49.265
40849,49.1875
40850,49.1387
40851,49.1112
40855,49.48
40856,50.175
40858,50.115
40861,50.29
40862,50.6737
40863,50.7387
40864,50.905
40865,51.335
40868,52.145
40869,52.3225
40870,52.375
40871,52.0737
40872,52.255
40875,51.965
40876,52.0187
40877,52.2112
40878,51.4675
40879,51.2062
40882,51.4162
40884,51.7175
40885,51.76
40886,52.0425
40889,52.835
40890,53.225
40891,53.715
40892,53.645
40893,52.745
40896,52.885
40897,52.89
40898,52.485
40899,52.7275
40900,52.9588
40903,52.7113
40904,53.03
40905,53.0563
40906,53.0563
40907,53.065
40910,53.3075
40911,53.225
40912,52.9775
40913,52.985
40914,52.7225
40917,52.515
40918,51.705
40919,51.895
40920,51.5837
40921,51.5288
40924,51.395
40925,50.7138
40926,50.415
40927,50.2375
40928,50.335
40931,50.0825
40932,50.0687
40933,50.1075
40935,49.3162
40938,49.8
40939,49.455
40940,49.2738
40941,49.16
40942,48.695
40945,49.055
40946,49.2138
40947,49.15
40948,49.505
40949,49.41
40952,49.1963
40953,49.3681
40954,49.2887
40956,49.275
40960,49.3069
40961,49.232
40962,49.1988
40963,48.945
40966,49.235
40967,49.0781
40968,49.0238
40969,49.22
40970,49.5
40973,49.8538
40974,50.3763
40975,50.2869
40977,49.855
40980,49.9831
40981,49.9363
40982,49.905
40983,50.3863
40984,50.1912
40987,50.2344
40988,50.395
40989,50.6581
40990,51.2175
40994,51.27
40995,50.715
40996,50.785
40997,51.395
40998,50.8763
41001,50.88
41002,50.715
41003,51.105
41008,51.145
41009,51.475
41010,51.425
41011,51.5887
41012,51.3025
41015,51.6775
41016,51.485
41017,51.78
41018,52.145
41019,52.085
41022,52.525
41023,52.6975
41024,52.545
41025,52.555
41026,52.5425
41029,52.7363
41031,52.955
41032,53.415
41033,53.475
41036,52.915
41037,53.1462
41038,53.8275
41039,53.425
41040,53.635
41043,53.9575
41044,53.795
41045,54.495
41046,54.485
41047,54.425
41050,55.035
41051,55.395
41052,56.005
41053,55.655
41054,55.375
41057,55.1863
41058,55.6762
41059,56.2325
41060,56.11
41061,55.585
41064,55.665
41065,55.645
41066,55.365
41067,54.945
41068,55.455
41071,55.73
41072,55.8162
41073,55.6862
41074,55.815
41075,55.4963
41078,55.92
41079,55.97
41080,56.1488
41081,56.3075
41082,57.155
41085,57.015
41086,57.035
41087,57.135
41088,56.8075
41089,55.6375
41092,55.4275
41093,54.3725
41094,54.495
41095,54.955
41096,55.455
41099,55.935
41100,55.395
41101,55.635
41102,55.925
41103,55.145
41106,55.3262
41107,55.1175
41108,55.495
41109,55.135
41110,55.3275
41113,55.9737
41114,56.12
41115,56.16
41116,55.515
41117,55.3413
41120,55.585
41121,55.655
41122,55.4738
41123,55.835
41124,55.755
41127,55.5225
41128,55.0687
41129,55.415
41130,55.295
41131,55.285
41134,55.3438
41135,55.66
41137,55.775
41138,55.745
41142,55.575
41143,55.4912
41144,55.255
41145,55.495
41148,55.6888
41149,55.675
41150,55.625
41151,55.6337
41152,55.5275
41155,55.535
41156,55.6612
41157,55.9125
41158,55.6488
41159,55.395
41162,55.445
41163,55.345
41164,55.2288
41165,55.415
41166,54.3063
41169,54.0075
41170,53.995
41172,54.385
41173,53.465
41176,53.475
41177,53.375
41178,53.5225
41179,53.0263
41180,52.86
41183,52.395
41185,52.165
41186,51.745
41187,51.855
41190,52.645
41191,52.7363
41192,53.0588
41193,52.685
41194,52.82
41197,53.015
41198,52.885
41199,52.8787
41200,53.415
41201,53.84
41204,53.4762
41205,53.735
41207,53.575
41211,54.0725
41212,53.9662
41213,53.8138
41214,53.705
41215,53.8112
41218,54.6075
41219,54.435
41220,54.215
41221,54.375
41222,54.755
41225,54.875
41228,54.685
41229,55.175
41232,55.065
41233,55.095
41234,55.125
41235,55.21
41236,55.515
41239,55.725
41240,55.455
41242,54.825
41243,54.265
41246,54.765
41247,54.685
41248,54.5563
41249,54.1375
41250,54.475
41253,54.505
41254,54.275
41255,54.32
41256,54.465
41257,54.485
41260,54.855
41261,54.8512
41262,54.5575
41263,54.8544
41264,55.0687
41267,54.955
41269,54.845
41270,54.9375
41271,54.775
41274,54.995
41275,54.685
41276,54.36
41277,54.49
41278,55.075
41281,55.225
41282,55.005
41283,54.755
41284,54.575
41285,54.7625
41288,54.5
41289,54.625
41290,54.6937
41291,54.39
41292,53.7062
41295,53.755
41296,53.8063
41297,53.6737
41298,53.685
41302,53.915
41303,53.775
41304,53.305
41305,53.225
41306,53.1975
41309,53.285
41310,53.135
41311,53.165
41312,53.22
41313,53.5056
41316,53.855
41317,53.8512
41318,53.8187
41319,53.93
41320,54.225
41323,54.2
41325,54.0675
41326,54.48
41327,54.185
41330,53.8762
41331,54.095
41332,53.875
41333,54.36
41334,54.905
41337,54.865
41338,54.925
41339,54.72
41340,54.565
41341,54.2913
41344,54.4125
41345,54.1925
41346,54.3063
41347,54.3662
41348,54.025
41351,54.175
41352,54.375
41353,54.3675
41354,54.2825
41355,54.3413
41358,54.18
41359,54.365
41361,54.28
41366,54.2688
41367,54.44
41368,54.885
41369,54.8125
41372,54.575
41373,54.585
41374,54.525
41376,54.525
41379,54.6287
41380,54.145
41381,54.205
41382,53.9725
41386,54.1463
41387,54.385
41389,54.225
41390,54.375
41393,54.245
41394,53.8088
41396,53.815
41397,53.935
41400,54.1875
41401,54.145
41402,54.165
41403,54.245
41404,54.8
41407,54.735
41408,54.8162
41409,54.7813
41410,54.785
41411,54.885
41414,55.1137
41415,55.415
41416,55.475
41417,55.585
41418,55.645
41421,55.575
41422,55.965
41423,56.1738
41424,56.375
41425,56.505
41428,56.765
41429,56.4525
41430,56.7337
41431,56.85
41432,57.065
41435,58.1375
41436,58.395
41437,57.79
41438,57.99
41439,57.5287
41442,57.8662
41443,58.7725
41444,58.715
41445,59.575
41446,59.2675
41449,59.675
41450,59.675
41451,60.73
41452,60.2
41453,59.39
41456,59.5225
41457,59.665
41458,60.22
41459,60.13
41460,60.24
41463,60.615
41464,60.145
41465,59.655
41466,59.6813
41467,59.63
41470,59.895
41471,59.32
41472,59.3475
41473,59.675
41474,59.35
41477,59.7237
41478,59.765
41479,59.1312
41480,59.1087
41481,59.0425
41484,59.42
41485,60.485
41486,60.3737
41487,60.4437
41488,61.095
41491,60.875
41492,60.8088
41493,61.2975
41494,60.8613
41498,61.275
41499,61.2
41500,61.4437
41502,61.6688
41505,63.13
41506,63.23
41507,64.035
41508,64.63
41509,63.3525
41512,64.3075
41513,66.19
41514,68.825
41515,66.595
41516,65.705
41519,66.015
41520,67.73
41521,67.09
41522,66.115
41523,65.245
41527,63.84
41528,63.365
41529,63.535
41530,63.495
41533,62.8475
41534,63.3725
41535,63.385
41536,61.775
41537,62.2775
41540,62.5975
41541,62.77
41542,62.435
41543,62.0788
41544,62.4975
41547,62.6175
41548,62.465
41550,61.74
41551,61.44
41554,61.795
41555,61.795
41556,61.935
41557,61.36
41558,61.08
41561,61.545
41562,61.845
41564,61.22
41565,61.265
41568,61.5212
41569,61.65
41570,61.59
41571,61.47
41572,61.46
41575,61.525
41576,61.3213
41577,61.2375
41578,61.495
41579,61.73
41583,61.625
41584,62.4
41585,62.415
41586,62.475
41589,63.2375
41590,63.695
41591,63.32
41592,63.12
41596,62.415
41597,62.375
41598,62.5775
41599,62.94
41600,62.865
41603,62.495
41604,62.515
41605,62.155
41606,62.41
41607,62.4487
41610,62.32
41611,62.365
41612,62.055
41613,61.765
41614,61.415
41617,61.135
41618,61.0375
41619,61.2525
41620,61.83
41621,62.125
41624,61.75
41625,62.02
41626,62.105
41627,62.1162
41628,62.04
41631,61.9587
41632,61.795
41634,62.1637
41635,61.845
41638,61.915
41639,61.8
41640,61.905
41641,62.2675
41642,62.155
41645,62.3225
41646,62.305
41647,62.075
41648,62.0775
41649,61.905
41652,61.515
41654,61.5462
41655,61.5425
41656,61.55
41659,61.6237
41660,61.8913
41661,61.825
41662,61.9338
41663,62.685
41666,63.1012
41667,62.515
41668,62.4075
41669,62.575
41670,62.6575
41673,62.575
41674,62.535
41675,62.58
41676,62.3875
41677,62.29
41680,62.4375
41681,62.2188
41682,62.105
41683,62.4425
41684,61.93
41687,61.8575
41688,62.22
41690,62.23
41691,62.13
41694,62.0638
41695,61.9575
41696,61.985
41698,61.7575
41701,62.0425
41702,61.8562
41703,61.755
41704,61.115
41705,61.0875
41708,60.8425
41709,60.9538
41710,61.22
41711,61.18
41712,61.19
41716,61.205
41717,60.955
41718,61.3325
41719,60.925
41722,60.7875
41723,60.48
41724,60.165
41725,60.3175
41726,59.89
41731,59.8975
41732,60.175
41733,60.085
41736,60.125
41738,60.135
41739,60.07
41740,60.1763
41744,60.2325
41745,60.39
41746,60.2912
41750,60.5925
41751,60.7675
41752,61.085
41754,60.625
41757,60.6475
41758,60.425
41759,60.335
41761,60.1625
41764,60.225
41765,60.0975
41766,60.135
41767,60.06
41768,60.025
41771,60.05
41772,59.67
41774,59.29
41775,58.7825
41778,58.595
41779,58.64
41780,58.78
41781,58.46
41782,58.5075
41785,58.715
41786,59.0425
41787,58.9275
41788,59.035
41789,59.1025
41792,59.1563
41793,59.39
41794,59.335
41795,59.3313
41796,59.1825
41799,59.1888
41800,59.2975
41801,59.2762
41802,59.255
41803,59.7725
41806,60.165
41807,60.0187
41808,60.4037
41809,60.0863
41810,60.1875
41813,60.2062
41814,60.12
41815,60.1325
41816,60.1425
41817,60.085
41820,60.1862
41821,60.075
41822,59.6937
41823,59.7425
41824,59.735
41827,60.015
41828,59.7887
41829,59.7575
41830,60.205
41831,59.9375
41834,60.075
41835,60.135
41836,60.135
41837,60.1775
41838,60.2875
41841,60.305
41842,60.2513
41843,60.105
41844,60.105
41845,60.105
41848,60.1375
41850,60.0575
41851,60.56
41852,61.185
41855,60.935
41856,60.8462
41857,61.505
41858,61.2325
41859,61.145
41862,61.1787
41863,61.09
41864,61.2238
41865,60.77
41870,60.6838
41871,60.62
41872,60.675
41873,60.4725
41876,60.565
41877,60.435
41878,60.4512
41879,60.515
41883,60.5275
41884,60.685
41885,60.485
41886,60.365
41887,60.4063
41890,60.295
41891,60.605
41892,60.955
41893,60.9313
41894,60.66
41897,61.1475
41898,61.06
41899,60.915
41900,60.845
41901,60.8275
41904,60.82
41905,60.9475
41906,60.9725
41907,61.345
41908,61.1575
41911,61.5275
41912,61.7575
41913,61.61
41919,61.405
41920,61.395
41921,61.055
41922,61.335
41925,61.105
41926,61.4212
41928,61.8463
41929,61.4425
41932,61.36
41933,61.32
41934,61.2813
41939,61.305
41940,61.3325
41941,61.3575
41942,61.4538
41943,61.365
41946,61.405
41948,61.415
41950,61.6362
41953,61.505
41954,61.5575
41955,61.5125
41956,61.5625
41957,61.7213
41960,61.7375
41961,61.7475
41962,61.9625
41963,61.9538
41964,61.775
41967,61.9325
41968,61.87
41969,61.85
41970,61.875
41971,62.0325
41974,62.0238
41975,61.885
41976,61.9125
41977,61.9362
41978,61.785
41981,61.8375
41982,61.8875
41983,62.0213
41984,62.345
41985,62.295
41988,62.945
41989,63.5375
41990,63.6225
41991,63.1125
41992,63.3
41995,63.2475
41996,63.2925
41997,63.525
41999,63.5687
42002,63.6763
42003,63.38
42004,63.0437
42005,63.355
42006,63.295
42009,63.42
42010,63.5725
42011,63.175
42012,62.6725
42013,62.325
42016,62.135
42017,62.1475
42018,62.1888
42019,62.0675
42020,61.8713
42023,61.7125
42024,61.685
42025,61.6375
42026,61.705
42027,61.435
42031,61.4075
42032,61.405
42033,61.8725
42034,61.87
42037,61.8025
42038,61.675
42039,61.7537
42040,61.7388
42041,61.7025
42044,62.1688
42045,62.195
42046,62.255
42047,62.3063
42048,62.1963
42051,62.1625
42053,62.3413
42055,62.2212
42058,62.315
42059,62.2025
42060,61.9675
42061,61.755
42062,61.8388
42065,61.8675
42066,61.9175
42067,62.2625
42068,62.1712
42072,62.5437
42073,62.78
42074,62.7813
42075,62.5075
42076,62.9662
42079,62.8125
42080,62.715
42081,62.6925
42082,62.5163
42083,62.4688
42086,62.2775
42087,62.2475
42088,62.335
42089,62.6687
42090,62.4175
42093,62.6775
42094,62.4975
42100,62.1888
42101,62.255
42102,62.245
42103,62.2463
42104,62.32
42107,62.5075
42109,62.3713
42110,62.3037
42111,62.365
42114,62.9162
42115,62.8525
42116,62.8325
42117,63.3225
42118,63.5625
42121,63.4875
42122,63.145
42123,63.3075
42124,63.4225
42129,63.44
42130,63.54
42131,64.24
42132,63.9375
42135,63.855
42136,64.1675
42137,64.01
42138,63.655
42139,63.5163
42142,63.7225
42143,63.6725
42144,63.825
42145,63.64
42146,63.5212
42149,63.5687
42150,63.9787
42151,64.0275
42152,63.8075
42153,63.825
42156,63.705
42157,63.825
42158,63.905
42159,64.0063
42160,63.755
42163,64.0875
42164,63.925
42165,63.8425
42166,63.975
42167,64.06
42170,64.1675
42171,64.2525
42172,64.1175
42173,63.7325
42174,63.5625
42177,63.515
42178,63.605
42179,63.5975
42180,63.625
42181,63.6425
42184,63.8525
42185,63.65
42186,63.605
42187,63.5125
42188,63.4388
42191,63.4
42192,63.46
42193,63.5963
42194,63.39
42195,63.4
42198,63.5175
42199,63.3925
42200,63.4225
42201,63.515
42202,63.4737
42205,63.6675
42206,63.5525
42207,63.58
42208,63.7675
42209,64.0425
42212,64.17
42213,63.915
42214,63.905
42215,64.0412
42216,64.1362
42219,64.0437
42220,63.7525
42221,63.755
42222,63.765
42223,63.815
42226,63.8713
42227,64.205
42228,64.8138
42229,65.105
42230,65.0075
42233,65.315
42235,65.2737
42236,65.55
42237,65.8325
42240,66.645
42241,66.0963
42242,66.1438
42243,66.045
42244,66.1625
42247,66.4825
42248,66.2175
42249,66.1937
42250,66.2425
42251,66.465
42254,66.8262
42255,66.5462
42256,66.4113
